OrderID,CustomerName,ProductName,Quantity,Discount,LineRevenue
73,"Ethan Yogi",Headphones,11,0.15,199592.2995
90,"Ethan Yogi",Laptop,4,0.10,124636.6800
90,"Ethan Yogi",Notebook,6,0.00,2865.1200
143,"Ethan Yogi","Badminton Racket",9,0.00,434944.1700
143,"Ethan Yogi",Notebook,2,0.00,955.0400
151,"Ethan Yogi",Sofa,1,0.00,18907.6000
151,"Ethan Yogi","File Folder",8,0.05,213333.4440
151,"Ethan Yogi",Headphones,8,0.05,162235.4520
151,"Ethan Yogi",Football,4,0.00,25676.6400
172,"Ethan Yogi","Pen Set",8,0.00,385673.2800
186,"Ethan Yogi","File Folder",3,0.00,84210.5700
186,"Ethan Yogi",Notebook,4,0.15,1623.5680
47,"Ekapad Konda","Yoga Mat",8,0.10,348235.8480
47,"Ekapad Konda",Whiteboard,4,0.15,181771.7520
89,"Ekapad Konda","Dumbbell Set",10,0.00,133980.4000
89,"Ekapad Konda",Printer,5,0.20,56209.4000
89,"Ekapad Konda","Badminton Racket",3,0.00,144981.3900
94,"Ekapad Konda",Microwave,12,0.00,556071.7200
94,"Ekapad Konda",Fan,11,0.15,278667.6805
94,"Ekapad Konda",Whiteboard,9,0.15,408986.4420
94,"Ekapad Konda",Monitor,4,0.05,208193.7920
100,"Ekapad Konda",Football,6,0.00,38514.9600
100,"Ekapad Konda","Dumbbell Set",1,0.00,13398.0400
100,"Ekapad Konda",Sofa,3,0.10,51050.5200
169,"Ekapad Konda","Mobile Phone",9,0.00,210529.3500
169,"Ekapad Konda","Cricket Bat",11,0.00,198344.7400
171,"Ekapad Konda",Iron,6,0.00,303249.5400
171,"Ekapad Konda","Office Chair",11,0.00,412626.5000
171,"Ekapad Konda","Dumbbell Set",2,0.15,22776.6680
171,"Ekapad Konda",Sofa,10,0.00,189076.0000
192,"Ekapad Konda","Study Table",11,0.00,413485.1600
192,"Ekapad Konda",Bookshelf,8,0.20,264787.3280
192,"Ekapad Konda","Office Chair",6,0.00,225069.0000
192,"Ekapad Konda",Bed,9,0.15,184224.6990
194,"Ekapad Konda",Laptop,2,0.15,58856.2100
194,"Ekapad Konda","Office Chair",8,0.00,300092.0000
194,"Ekapad Konda","Yoga Mat",12,0.10,522353.7720
198,"Ekapad Konda","File Folder",6,0.00,168421.1400
198,"Ekapad Konda",Router,3,0.15,120830.8575
198,"Ekapad Konda","Yoga Mat",9,0.05,413530.0695
198,"Ekapad Konda","Badminton Racket",3,0.10,130483.2510
205,"Ekapad Konda",Headphones,7,0.15,127013.2815
205,"Ekapad Konda",Marker,6,0.10,258753.7980
219,"Ekapad Konda","Badminton Racket",7,0.15,287546.4235
219,"Ekapad Konda",Sofa,8,0.00,151260.8000
219,"Ekapad Konda",Football,11,0.00,70610.7600
219,"Ekapad Konda",Headphones,4,0.00,85387.0800
13,"Abhiram Mistry","Study Table",3,0.15,95853.3780
13,"Abhiram Mistry",Bookshelf,11,0.00,455103.2200
13,"Abhiram Mistry","Pen Set",8,0.00,385673.2800
108,"Abhiram Mistry",Laptop,10,0.05,328902.3500
108,"Abhiram Mistry",Bed,12,0.00,288979.9200
108,"Abhiram Mistry",Router,2,0.05,90030.8350
108,"Abhiram Mistry","Badminton Racket",2,0.00,96654.2600
150,"Abhiram Mistry",Iron,10,0.05,480145.1050
150,"Abhiram Mistry","Office Chair",10,0.15,318847.7500
150,"Abhiram Mistry","Dumbbell Set",1,0.05,12728.1380
181,"Abhiram Mistry",Monitor,10,0.05,520484.4800
181,"Abhiram Mistry","Cricket Bat",2,0.10,32456.4120
181,"Abhiram Mistry","Office Chair",8,0.20,240073.6000
181,"Abhiram Mistry",Football,1,0.05,6098.2020
214,"Abhiram Mistry",Printer,5,0.00,70261.7500
214,"Abhiram Mistry",Bookshelf,8,0.00,330984.1600
45,"Nachiket Magar",Bookshelf,8,0.00,330984.1600
81,"Nachiket Magar","Yoga Mat",4,0.00,193464.3600
81,"Nachiket Magar",Whiteboard,9,0.00,481160.5200
81,"Nachiket Magar",Router,9,0.10,383815.6650
104,"Nachiket Magar","Study Table",7,0.10,236814.2280
2,"Aishani Tiwari","Pen Set",6,0.05,274792.2120
2,"Aishani Tiwari","Cricket Bat",9,0.05,154167.9570
2,"Aishani Tiwari",Iron,2,0.00,101083.1800
60,"Aishani Tiwari",Laptop,11,0.20,304667.4400
60,"Aishani Tiwari",Headphones,10,0.10,192120.9300
60,"Aishani Tiwari","Study Table",1,0.20,30071.6480
88,"Aishani Tiwari",Printer,10,0.00,140523.5000
88,"Aishani Tiwari","Badminton Racket",2,0.20,77323.4080
114,"Aishani Tiwari","Badminton Racket",6,0.10,260966.5020
114,"Aishani Tiwari","Water Purifier",8,0.10,149422.2480
114,"Aishani Tiwari",Iron,3,0.00,151624.7700
114,"Aishani Tiwari","Office Chair",8,0.00,300092.0000
152,"Aishani Tiwari","Pen Set",6,0.10,260329.4640
152,"Aishani Tiwari",Printer,9,0.00,126471.1500
152,"Aishani Tiwari","Dumbbell Set",6,0.00,80388.2400
188,"Aishani Tiwari","File Folder",1,0.00,28070.1900
188,"Aishani Tiwari","Study Table",9,0.00,338306.0400
188,"Aishani Tiwari","Mixer Grinder",4,0.20,107554.1440
188,"Aishani Tiwari","Office Chair",12,0.10,405124.2000
216,"Aishani Tiwari",Sofa,7,0.00,132353.2000
216,"Aishani Tiwari",Laptop,10,0.05,328902.3500
29,"Aradhana Basu","Study Table",3,0.00,112768.6800
29,"Aradhana Basu","Badminton Racket",1,0.00,48327.1300
29,"Aradhana Basu","Office Chair",8,0.10,270082.8000
80,"Aradhana Basu",Sofa,8,0.00,151260.8000
103,"Aradhana Basu",Marker,5,0.00,239586.8500
103,"Aradhana Basu",Fan,9,0.00,268236.2700
103,"Aradhana Basu","File Folder",6,0.05,160000.0830
103,"Aradhana Basu",Whiteboard,2,0.00,106924.5600
164,"Aradhana Basu","Mixer Grinder",11,0.05,351231.5015
164,"Aradhana Basu",Bed,9,0.05,205898.1930
